Site,Transect,Interval,Quadrat,Wetness,Ci,Mp,Op,Da
RuinedCastle,1,520,2363,100,0,0,0,5
RuinedCastle,1,530,2364,100,0,0,0,0
RuinedCastle,1,540,2365,83.33333333,30,0,0,0
RuinedCastle,1,550,2366,83.33333333,30,0,0,2.5
RuinedCastle,1,560,2367,83.33333333,20,0,0,30
RuinedCastle,1,570,2368,83.33333333,10,0,0,50
RuinedCastle,1,580,2369,83.33333333,80,0,0,20
RuinedCastle,1,590,2370,83.33333333,5,0,0,0
RuinedCastle,1,600,2371,100,0,0,0,0
RuinedCastle,1,610,2372,100,0,0,0,0
RuinedCastle,1,620,2373,100,0,0,0,0
RuinedCastle,1,630,2374,100,2.5,0,0,0
RuinedCastle,1,640,2375,100,0,0,0,0
RuinedCastle,2,10,2376,83.33333333,5,0,0,0
RuinedCastle,2,20,2377,83.33333333,0,0,0,0
RuinedCastle,2,30,2378,83.33333333,0,5,0,0
RuinedCastle,2,40,2379,100,0,0,0,0
RuinedCastle,2,50,2380,100,0,0,0,0
RuinedCastle,2,60,2381,100,5,0,0,0
RuinedCastle,2,70,2382,100,10,0,0,2.5
RuinedCastle,2,80,2383,100,30,0,0,2.5
RuinedCastle,2,90,2384,100,40,0,0,0
RuinedCastle,2,100,2385,100,10,0,0,0
RuinedCastle,2,110,2386,100,50,0,0,0
RuinedCastle,2,120,2387,100,60,0,0,0
RuinedCastle,2,130,2388,100,40,0,5,0
RuinedCastle,2,140,2389,100,2.5,0,0,0
RuinedCastle,2,150,2390,100,5,0,0,0
RuinedCastle,2,160,2391,100,0,0,0,0
RuinedCastle,2,170,2392,100,30,0,0,0
RuinedCastle,2,180,2393,100,10,0,0,0
RuinedCastle,2,190,2394,100,30,0,0,0
RuinedCastle,2,200,2395,66.66666667,10,0,0,0
RuinedCastle,2,210,2396,66.66666667,30,0,0,0
RuinedCastle,2,220,2397,66.66666667,10,0,0,0
RuinedCastle,2,230,2398,100,0,0,0,0
RuinedCastle,2,240,2399,100,0,0,0,0
RuinedCastle,2,250,2400,100,10,0,5,0
RuinedCastle,2,260,2401,100,20,0,20,0
RuinedCastle,2,270,2402,100,40,0,50,0
RuinedCastle,2,280,2403,100,50,0,0,0
RuinedCastle,2,290,2404,100,10,0,0,0
RuinedCastle,2,300,2405,100,40,0,0,0
RuinedCastle,2,310,2406,100,70,0,0,0
RuinedCastle,2,320,2407,100,10,0,0,0
RuinedCastle,2,330,2408,83.33333333,0,0,0,0
RuinedCastle,2,340,2409,83.33333333,0,0,0,0
RuinedCastle,2,350,2410,83.33333333,0,0,0,0
RuinedCastle,2,360,2411,83.33333333,0,0,0,0
RuinedCastle,2,370,2412,83.33333333,5,0,0,0
RuinedCastle,2,380,2413,100,70,0,0,0
RuinedCastle,2,390,2414,100,60,0,0,0
RuinedCastle,2,400,2415,100,5,0,0,20
RuinedCastle,2,410,2416,100,60,0,0,5
RuinedCastle,2,420,2417,100,60,0,0,5
RuinedCastle,2,430,2418,100,50,0,0,0
RuinedCastle,2,440,2419,100,2.5,0,0,0
RuinedCastle,2,450,2420,100,50,0,0,0
RuinedCastle,2,460,2421,100,30,0,0,0
RuinedCastle,2,470,2422,100,5,0,0,0
RuinedCastle,2,480,2423,100,0,0,0,0
RuinedCastle,2,490,2424,100,0,0,0,0
RuinedCastle,2,500,2425,100,0,0,0,0
RuinedCastle,2,510,2426,100,0,0,0,0
RuinedCastle,2,520,2427,100,0,0,0,0
RuinedCastle,2,530,2428,100,0,0,0,0
RuinedCastle,2,540,2429,100,0,0,0,0
RuinedCastle,2,550,2430,100,0,0,0,0
RuinedCastle,2,560,2431,100,0,0,0,0
RuinedCastle,2,570,2432,100,0,0,0,0
RuinedCastle,2,580,2433,100,0,0,0,0
RuinedCastle,2,590,2434,100,0,0,0,0
RuinedCastle,2,600,2435,100,0,0,0,0
RuinedCastle,2,610,2436,100,0,0,0,0
RuinedCastle,2,620,2437,100,0,0,0,0
RuinedCastle,2,630,2438,100,0,0,0,0
RuinedCastle,2,640,2439,100,0,0,0,0
RuinedCastle,2,650,2440,100,30,0,0,0
RuinedCastle,2,660,2441,100,20,0,0,0
RuinedCastle,2,670,2442,100,50,0,0,0
RuinedCastle,2,680,2443,100,2.5,0,0,0
RuinedCastle,2,690,2444,100,5,0,0,0
RuinedCastle,2,700,2445,100,10,0,0,0
RuinedCastle,2,710,2446,100,20,0,0,0
RuinedCastle,2,720,2447,100,10,0,0,0
RuinedCastle,2,730,2448,100,20,0,0,0
RuinedCastle,2,740,2449,100,0,0,0,0
RuinedCastle,2,750,2450,100,0,0,0,0
RuinedCastle,2,760,2451,100,0,0,0,0
RuinedCastle,2,770,2452,100,0,0,0,0
RuinedCastle,2,780,2453,100,0,0,0,0
RuinedCastle,2,790,2454,100,40,0,0,0
RuinedCastle,2,800,2455,100,10,0,0,0
RuinedCastle,2,810,2456,100,5,0,0,0
RuinedCastle,2,820,2457,100,20,0,0,0
RuinedCastle,2,830,2458,100,60,0,0,0
RuinedCastle,2,840,2459,100,20,0,0,0
RuinedCastle,2,850,2460,100,20,0,0,0
RuinedCastle,2,860,2461,100,20,0,0,0
RuinedCastle,2,870,2462,100,0,0,0,0
RuinedCastle,2,880,2463,100,0,0,0,0
RuinedCastle,2,890,2464,100,10,0,0,0
RuinedCastle,2,900,2465,100,50,0,0,0
RuinedCastle,2,910,2466,100,20,0,0,0
RuinedCastle,2,920,2467,100,10,0,0,0
RuinedCastle,2,930,2468,100,60,0,0,0
RuinedCastle,2,940,2469,100,100,0,0,0
RuinedCastle,2,950,2470,100,90,0,0,0
RuinedCastle,2,960,2471,100,20,0,0,0
RuinedCastle,2,970,2472,100,20,0,0,0
RuinedCastle,2,980,2473,100,2.5,0,0,0
RuinedCastle,2,990,2474,100,60,0,0,0
RuinedCastle,2,1000,2475,100,5,0,0,0
RuinedCastle,2,1010,2476,100,0,0,0,30
RuinedCastle,2,1020,2477,100,0,0,0,20
RuinedCastle,2,1030,2478,100,0,0,0,10
RuinedCastle,2,1040,2479,100,5,0,0,5
RuinedCastle,2,1050,2480,100,0,0,0,5
RuinedCastle,2,1060,2481,100,0,0,0,0
RuinedCastle,3,10,2482,100,0,5,5,0
RuinedCastle,3,20,2483,100,20,10,5,0
RuinedCastle,3,30,2484,100,5,5,30,5
RuinedCastle,3,40,2485,100,5,5,50,10
RuinedCastle,3,50,2486,100,10,0,80,0
RuinedCastle,3,60,2487,100,10,0,0,0
RuinedCastle,3,70,2488,100,60,0,0,0
RuinedCastle,3,80,2489,100,70,0,0,0
RuinedCastle,3,90,2490,100,20,0,10,0
RuinedCastle,3,100,2491,100,0,0,0,0
RuinedCastle,3,110,2492,100,5,0,0,0
RuinedCastle,3,120,2493,100,10,0,0,0
RuinedCastle,3,130,2494,100,0,0,0,0
RuinedCastle,3,140,2495,100,20,0,0,0
RuinedCastle,3,150,2496,100,30,0,0,0
RuinedCastle,3,160,2497,100,0,0,0,0
RuinedCastle,3,170,2498,100,0,2.5,0,0
RuinedCastle,3,180,2499,100,0,0,5,0
RuinedCastle,3,190,2500,100,0,0,5,0
RuinedCastle,3,200,2501,100,0,2.5,0,0
RuinedCastle,3,210,2502,100,0,5,0,0
RuinedCastle,3,220,2503,100,0,20,0,0
RuinedCastle,3,230,2504,100,0,5,0,0
RuinedCastle,3,240,2505,100,0,5,0,0
RuinedCastle,3,250,2506,100,0,5,0,0
RuinedCastle,3,260,2507,100,0,2.5,0,0
RuinedCastle,3,270,2508,100,0,5,0,0
RuinedCastle,3,280,2509,100,5,0,0,0
RuinedCastle,3,290,2510,100,20,0,0,0
RuinedCastle,3,300,2511,100,20,2.5,0,0
RuinedCastle,3,310,2512,100,0,10,0,0
RuinedCastle,3,320,2513,83.33333333,0,5,20,0
RuinedCastle,3,330,2514,83.33333333,0,0,20,0
RuinedCastle,3,340,2515,83.33333333,0,0,60,0
RuinedCastle,3,350,2516,83.33333333,0,0,20,0
RuinedCastle,3,360,2517,83.33333333,20,0,50,5
RuinedCastle,3,370,2518,100,10,0,40,2.5
RuinedCastle,3,380,2519,100,10,0,0,0
RuinedCastle,3,390,2520,100,30,2.5,0,0
RuinedCastle,3,400,2521,100,30,20,30,0
RuinedCastle,3,410,2522,100,30,0,60,0
RuinedCastle,3,420,2523,100,5,5,30,0
RuinedCastle,3,430,2524,100,0,5,20,0
RuinedCastle,3,440,2525,100,30,0,20,0
RuinedCastle,3,450,2526,100,50,0,20,0
RuinedCastle,3,460,2527,100,5,0,0,0
RuinedCastle,3,470,2528,100,70,0,0,0
RuinedCastle,3,480,2529,100,60,0,0,0
RuinedCastle,3,490,2530,100,50,0,0,0
RuinedCastle,3,500,2531,100,40,0,0,0
RuinedCastle,3,510,2532,100,50,0,0,0
RuinedCastle,3,520,2533,100,20,0,0,0
RuinedCastle,3,530,2534,100,10,0,0,0
RuinedCastle,3,540,2535,100,10,0,0,0
RuinedCastle,3,550,2536,100,40,0,40,0
RuinedCastle,3,560,2537,100,40,0,30,0
RuinedCastle,3,570,2538,100,30,0,0,0
RuinedCastle,3,580,2539,100,20,0,40,0
RuinedCastle,3,590,2540,100,40,0,20,0
RuinedCastle,3,600,2541,100,20,0,30,0
RuinedCastle,3,610,2542,100,10,0,60,0
RuinedCastle,3,620,2543,100,10,0,0,0
RuinedCastle,3,630,2544,100,30,0,20,0
RuinedCastle,3,640,2545,100,30,0,30,0
RuinedCastle,3,650,2546,100,10,0,20,0
RuinedCastle,3,660,2547,100,10,0,0,0
RuinedCastle,3,670,2548,100,20,0,10,0
RuinedCastle,3,680,2549,100,5,0,10,0
RuinedCastle,3,690,2550,100,20,0,0,0
RuinedCastle,3,700,2551,100,5,0,5,0
RuinedCastle,3,710,2552,100,30,0,5,0
RuinedCastle,3,720,2553,100,5,0,0,0
RuinedCastle,3,730,2554,100,20,0,0,0
RuinedCastle,3,740,2555,100,30,0,0,0
RuinedCastle,3,750,2556,100,0,0,0,0
RuinedCastle,3,760,2557,100,40,0,0,0
RuinedCastle,3,770,2558,100,30,0,0,0
RuinedCastle,3,780,2559,100,40,0,0,0
RuinedCastle,3,790,2560,100,5,0,0,0
RuinedCastle,3,800,2561,100,2.5,0,0,0
RuinedCastle,3,810,2562,100,30,0,5,0
RuinedCastle,3,820,2563,100,5,0,0,0
RuinedCastle,3,830,2564,100,30,0,0,0
RuinedCastle,3,840,2565,100,0,0,0,0
RuinedCastle,3,850,2566,100,5,0,0,0
RuinedCastle,3,860,2567,100,20,0,0,0
RuinedCastle,3,870,2568,100,60,0,2.5,0
RuinedCastle,3,880,2569,100,40,0,50,0
RuinedCastle,3,890,2570,100,50,0,10,0
RuinedCastle,3,900,2571,100,50,0,0,0
RuinedCastle,3,910,2572,100,40,0,0,0
RuinedCastle,3,920,2573,83.33333333,50,0,0,0
RuinedCastle,3,930,2574,83.33333333,30,0,0,0
RuinedCastle,3,940,2575,83.33333333,20,0,0,0
RuinedCastle,3,950,2576,83.33333333,40,0,0,0
RuinedCastle,3,960,2577,83.33333333,30,0,0,0
RuinedCastle,3,970,2578,83.33333333,10,0,0,0
RuinedCastle,3,980,2579,83.33333333,20,0,0,0
RuinedCastle,3,990,2580,83.33333333,20,0,0,0
RuinedCastle,3,1000,2581,83.33333333,50,0,0,0
RuinedCastle,3,1010,2582,83.33333333,30,0,0,0
RuinedCastle,3,1020,2583,83.33333333,5,0,0,0
RuinedCastle,3,1030,2584,83.33333333,30,0,0,0
RuinedCastle,3,1040,2585,83.33333333,70,0,0,0
RuinedCastle,3,1050,2586,83.33333333,10,0,0,0
RuinedCastle,3,1060,2587,83.33333333,0,0,0,0
RuinedCastle,3,1070,2588,83.33333333,0,0,0,0
RuinedCastle,3,1080,2589,100,0,0,0,0
RuinedCastle,3,1090,2590,100,0,0,0,0
RuinedCastle,3,1100,2591,100,60,0,0,0
RuinedCastle,3,1110,2592,100,40,0,0,0
RuinedCastle,3,1120,2593,100,0,0,0,0
RuinedCastle,3,1130,2594,100,30,0,0,0
RuinedCastle,3,1140,2595,100,30,0,0,0
RuinedCastle,3,1150,2596,100,20,0,0,0
RuinedCastle,3,1160,2597,100,50,0,0,0
RuinedCastle,3,1170,2598,100,90,0,0,0
RuinedCastle,3,1180,2599,100,20,0,0,0
RuinedCastle,3,1190,2600,100,40,0,0,0
RuinedCastle,3,1200,2601,100,40,0,0,0
RuinedCastle,3,1210,2602,100,20,0,0,0
RuinedCastle,3,1220,2603,100,30,0,0,0
RuinedCastle,3,1230,2604,100,90,0,0,0
RuinedCastle,3,1240,2605,100,70,0,0,0
RuinedCastle,3,1250,2606,100,40,0,0,0
RuinedCastle,3,1260,2607,100,20,0,0,0
RuinedCastle,3,1270,2608,100,70,0,0,0
RuinedCastle,3,1280,2609,100,30,0,0,0
RuinedCastle,3,1290,2610,100,30,0,0,0
RuinedCastle,3,1300,2611,100,20,0,0,0
RuinedCastle,3,1310,2612,100,5,0,0,0
RuinedCastle,3,1320,2613,100,5,0,0,0
RuinedCastle,3,1330,2614,100,70,0,0,0
RuinedCastle,3,1340,2615,100,20,0,0,0
RuinedCastle,3,1350,2616,100,30,0,0,0
RuinedCastle,3,1360,2617,100,70,0,0,0
RuinedCastle,3,1370,2618,100,50,0,0,0
RuinedCastle,3,1380,2619,100,30,0,0,0
RuinedCastle,3,1390,2620,100,30,0,0,0
RuinedCastle,3,1400,2621,100,20,0,0,0
RuinedCastle,3,1410,2622,100,20,0,0,0
RuinedCastle,3,1420,2623,100,10,0,0,0
RuinedCastle,3,1430,2624,100,10,0,0,0
RuinedCastle,3,1440,2625,100,40,0,0,0
RuinedCastle,3,1450,2626,100,20,0,0,0
RuinedCastle,3,1460,2627,100,40,0,0,0
RuinedCastle,3,1470,2628,100,20,0,0,0
RuinedCastle,3,1480,2629,100,50,0,0,0
RuinedCastle,3,1490,2630,100,5,0,0,0
RuinedCastle,3,1500,2631,100,40,0,0,0
RuinedCastle,3,1510,2632,100,20,0,0,0
RuinedCastle,3,1520,2633,100,20,0,0,0
RuinedCastle,3,1530,2634,100,20,0,0,0
RuinedCastle,3,1540,2635,100,50,0,0,0
RuinedCastle,3,1550,2636,100,40,0,0,0
RuinedCastle,3,1560,2637,100,40,0,0,0
RuinedCastle,3,1570,2638,100,10,0,0,0
RuinedCastle,3,1580,2639,100,0,0,0,0
RuinedCastle,3,1590,2640,100,10,0,0,0
RuinedCastle,3,1600,2641,100,60,0,0,0
RuinedCastle,3,1610,2642,100,10,0,0,0
RuinedCastle,3,1620,2643,100,30,0,0,0
RuinedCastle,3,1630,2644,100,40,0,0,0
RuinedCastle,3,1640,2645,100,30,0,0,0
RuinedCastle,3,1650,2646,100,20,0,0,0
RuinedCastle,3,1660,2647,100,30,0,0,0
RuinedCastle,3,1670,2648,100,10,0,0,0
RuinedCastle,3,1680,2649,100,2.5,0,0,0
RuinedCastle,3,1690,2650,100,0,0,0,0
RuinedCastle,3,1700,2651,100,5,0,0,0
RuinedCastle,3,1710,2652,100,50,0,0,0
RuinedCastle,3,1720,2653,100,20,0,0,0
RuinedCastle,3,1730,2654,100,30,0,0,0
RuinedCastle,3,1740,2655,100,30,0,0,0
RuinedCastle,3,1750,2656,100,20,0,0,0
RuinedCastle,3,1760,2657,100,30,0,0,0
RuinedCastle,3,1770,2658,100,10,0,0,0
RuinedCastle,3,1780,2659,100,60,0,0,0
RuinedCastle,3,1790,2660,100,60,0,0,0
RuinedCastle,3,1800,2661,100,30,0,0,0
RuinedCastle,3,1810,2662,100,60,0,0,0
RuinedCastle,3,1820,2663,100,20,0,0,0
RuinedCastle,3,1830,2664,100,60,0,0,0
RuinedCastle,3,1840,2665,100,80,0,0,0
RuinedCastle,3,1850,2666,100,10,0,0,0
RuinedCastle,3,1860,2667,100,2.5,0,0,0
RuinedCastle,3,1870,2668,100,50,0,0,0
RuinedCastle,3,1880,2669,100,30,0,0,0
RuinedCastle,3,1890,2670,100,2.5,0,0,2.5
RuinedCastle,3,1900,2671,100,10,0,0,0
RuinedCastle,3,1910,2672,100,70,0,5,0
RuinedCastle,3,1920,2673,100,60,0,0,0
RuinedCastle,3,1930,2674,100,10,0,2.5,0
RuinedCastle,3,1940,2675,100,0,0,0,0
RuinedCastle,3,1950,2676,100,0,0,30,0
RuinedCastle,3,1960,2677,100,10,0,80,10
RuinedCastle,3,1970,2678,100,10,0,90,2.5
RuinedCastle,3,1980,2679,100,20,0,20,2.5
RuinedCastle,3,1990,2680,100,5,0,10,0
RuinedCastle,3,2000,2681,100,0,0,60,5
RuinedCastle,3,2010,2682,100,5,0,60,5
RuinedCastle,3,2020,2683,100,0,0,30,2.5
RuinedCastle,3,2030,2684,100,0,0,0,0
RuinedCastle,3,2040,2685,100,40,0,30,0
RuinedCastle,3,2050,2686,100,20,0,60,2.5
RuinedCastle,3,2060,2687,100,20,0,70,0
RuinedCastle,3,2070,2688,100,20,0,70,0
RuinedCastle,3,2080,2689,100,20,0,90,0
RuinedCastle,3,2090,2690,100,60,0,60,0
RuinedCastle,3,2100,2691,100,20,0,10,0
RuinedCastle,3,2110,2692,100,10,0,5,0
RuinedCastle,3,2120,2693,100,2.5,0,50,0
RuinedCastle,3,2130,2694,100,20,0,30,0
RuinedCastle,3,2140,2695,100,30,0,50,0
RuinedCastle,3,2150,2696,100,30,0,100,20
RuinedCastle,3,2160,2697,100,0,0,30,5
RuinedCastle,3,2170,2698,100,5,0,50,0
RuinedCastle,3,2180,2699,100,50,0,50,10
RuinedCastle,3,2190,2700,100,20,0,60,0
RuinedCastle,3,2200,2701,100,20,0,0,0
RuinedCastle,3,2210,2702,100,30,0,20,0
RuinedCastle,3,2220,2703,100,30,0,70,10
RuinedCastle,3,2230,2704,100,20,0,90,20
RuinedCastle,3,2240,2705,100,10,0,90,10
RuinedCastle,3,2250,2706,100,5,0,40,0
RuinedCastle,3,2260,2707,100,30,0,30,2.5
RuinedCastle,3,2270,2708,100,30,0,60,5
RuinedCastle,3,2280,2709,100,20,0,20,0
RuinedCastle,3,2290,2710,100,0,0,20,0
RuinedCastle,3,2300,2711,100,2.5,0,60,0
RuinedCastle,3,2310,2712,100,0,0,40,0
RuinedCastle,3,2320,2713,100,10,0,40,10
RuinedCastle,3,2330,2714,100,10,0,50,5
RuinedCastle,3,2340,2715,100,30,0,70,10
RuinedCastle,3,2350,2716,100,20,0,70,10
RuinedCastle,3,2360,2717,100,30,0,20,5
RuinedCastle,3,2370,2718,100,20,0,30,5
RuinedCastle,3,2380,2719,100,20,0,30,20
RuinedCastle,3,2390,2720,100,20,0,50,0
RuinedCastle,3,2400,2721,100,30,0,20,20
SisterSp,1,10,2722,100,0,0,0,0
SisterSp,1,20,2723,100,0,0,0,0
SisterSp,1,30,2724,100,0,0,0,0
SisterSp,1,40,2725,100,0,0,0,0
SisterSp,1,50,2726,100,0,0,0,0
SisterSp,1,60,2727,100,0,0,20,0
SisterSp,1,70,2728,100,0,0,10,0
SisterSp,1,80,2729,100,0,0,0,0
SisterSp,1,90,2730,100,0,0,0,0
SisterSp,1,100,2731,100,0,0,0,0
SisterSp,1,110,2732,100,0,0,0,0
SisterSp,1,120,2733,100,0,0,0,0
SisterSp,1,130,2734,100,0,0,0,0
SisterSp,1,140,2735,100,0,0,0,0
SisterSp,1,150,2736,100,0,0,0,0
SisterSp,1,160,2737,100,0,0,0,0
SisterSp,1,170,2738,100,0,0,0,0
SisterSp,1,180,2739,100,0,0,0,0
SisterSp,1,190,2740,100,0,0,0,0
SisterSp,1,200,2741,100,0,0,0,0
SisterSp,1,210,2742,100,0,0,0,0
SisterSp,1,220,2743,100,0,0,0,0
SisterSp,1,230,2744,100,0,0,5,0
SisterSp,1,240,2745,100,0,0,0,0
SisterSp,1,250,2746,100,0,0,0,0
SisterSp,1,260,2747,100,0,0,0,0
SisterSp,1,270,2748,100,0,0,0,0
SisterSp,1,280,2749,100,0,0,20,0
SisterSp,1,290,2750,100,0,0,0,0
SisterSp,1,300,2751,100,0,0,50,0
SisterSp,1,310,2752,83.33333333,0,0,70,0
SisterSp,1,320,2753,83.33333333,0,0,20,20
SisterSp,1,330,2754,66.66666667,0,0,30,0
SisterSp,1,340,2755,50,0,0,30,0
SisterSp,1,350,2756,50,0,0,20,0
SisterSp,1,360,2757,50,0,0,40,0
SisterSp,1,370,2758,83.33333333,0,0,60,0
SisterSp,1,380,2759,83.33333333,0,0,70,0
SisterSp,1,390,2760,66.66666667,0,0,90,20
SisterSp,1,400,2761,66.66666667,0,0,20,5
SisterSp,1,410,2762,83.33333333,0,0,0,0
SisterSp,1,420,2763,83.33333333,0,0,0,0
SisterSp,1,430,2764,83.33333333,0,0,0,0
SisterSp,1,440,2765,83.33333333,0,0,0,0
SisterSp,1,450,2766,83.33333333,0,0,0,0
SisterSp,1,460,2767,83.33333333,0,0,10,0
SisterSp,1,470,2768,83.33333333,0,0,5,0
SisterSp,1,480,2769,66.66666667,0,0,20,0
SisterSp,1,490,2770,50,0,0,20,0
SisterSp,1,500,2771,50,0,0,10,0
SisterSp,1,510,2772,50,0,0,70,0
SisterSp,1,520,2773,50,0,0,40,0
SisterSp,1,530,2774,50,0,0,0,0
SisterSp,1,540,2775,33.33333333,0,0,0,0
SisterSp,1,550,2776,50,0,0,0,0
SisterSp,1,560,2777,50,0,0,20,0
SisterSp,1,570,2778,50,0,0,20,0
SisterSp,1,580,2779,50,0,0,0,0
SisterSp,1,590,2780,66.66666667,0,0,0,0
SisterSp,1,600,2781,66.66666667,0,0,30,0
SisterSp,1,610,2782,66.66666667,0,0,10,0
SisterSp,1,620,2783,66.66666667,0,0,20,0
SisterSp,1,630,2784,66.66666667,0,0,0,0
SisterSp,1,640,2785,66.66666667,0,0,0,0
SisterSp,1,650,2786,83.33333333,0,0,10,0
SisterSp,1,660,2787,83.33333333,0,0,20,0
SisterSp,1,670,2788,83.33333333,0,0,40,0
SisterSp,1,680,2789,83.33333333,0,0,10,0
SisterSp,1,690,2790,83.33333333,0,0,20,0
SisterSp,1,700,2791,83.33333333,0,0,5,0
SisterSp,1,710,2792,83.33333333,5,0,30,0
SisterSp,1,720,2793,83.33333333,0,0,70,5
SisterSp,1,730,2794,100,20,0,70,20
SisterSp,1,740,2795,100,20,0,60,40
SisterSp,1,750,2796,100,10,0,0,5
SisterSp,1,760,2797,100,40,0,0,0
SisterSp,1,770,2798,100,20,0,0,0
SisterSp,1,780,2799,100,60,0,0,0
SisterSp,1,790,2800,100,20,0,0,0
SisterSp,1,800,2801,100,0,0,0,0
SisterSp,1,810,2802,100,0,0,0,0
SisterSp,1,820,2803,100,0,0,0,0
SisterSp,1,830,2804,100,10,0,0,0
SisterSp,1,840,2805,100,70,0,0,0
SisterSp,1,850,2806,100,40,0,0,10
SisterSp,1,860,2807,100,40,0,0,20
SisterSp,1,870,2808,100,30,0,0,0
SisterSp,1,880,2809,100,0,0,0,0
SisterSp,1,890,2810,100,0,0,0,0
SisterSp,1,900,2811,100,0,0,0,0
SisterSp,1,910,2812,100,20,0,0,0
SisterSp,1,920,2813,100,20,0,20,0
SisterSp,1,930,2814,100,5,0,5,0
SisterSp,1,940,2815,100,40,0,0,0
SisterSp,1,950,2816,100,60,0,0,0
SisterSp,1,960,2817,100,30,0,0,0
SisterSp,1,970,2818,100,30,0,0,10
SisterSp,1,980,2819,100,10,0,0,20
SisterSp,1,990,2820,100,60,0,30,40
SisterSp,1,1000,2821,100,10,0,40,50
SisterSp,1,1010,2822,100,20,0,30,10
SisterSp,1,1020,2823,100,20,0,30,10
SisterSp,1,1030,2824,100,50,0,10,0
SisterSp,1,1040,2825,100,40,0,20,10
SisterSp,1,1050,2826,100,30,0,5,30
SisterSp,1,1060,2827,100,50,0,0,50
SisterSp,1,1070,2828,100,70,0,30,0
SisterSp,1,1080,2829,100,20,0,20,20
SisterSp,1,1090,2830,100,40,0,20,20
SisterSp,1,1100,2831,100,40,0,50,20
SisterSp,1,1110,2832,100,20,0,20,20
SisterSp,1,1120,2833,100,30,0,5,5
SisterSp,1,1130,2834,100,60,0,40,40
SisterSp,1,1140,2835,100,30,0,60,60
SisterSp,1,1150,2836,100,50,0,60,40
SisterSp,1,1160,2837,100,60,0,30,10
SisterSp,1,1170,2838,100,30,0,40,20
SisterSp,1,1180,2839,100,10,0,60,0
SisterSp,1,1190,2840,100,20,0,20,0
SisterSp,1,1200,2841,100,40,0,50,10
SisterSp,2,10,2842,100,0,10,0,0
SisterSp,2,20,2843,100,20,0,0,0
SisterSp,2,30,2844,100,0,20,0,0
SisterSp,2,40,2845,100,0,20,0,0
SisterSp,2,50,2846,100,0,30,0,0
SisterSp,2,60,2847,100,0,20,0,0
SisterSp,2,70,2848,100,0,40,0,0
SisterSp,2,80,2849,100,0,40,5,0
SisterSp,2,90,2850,100,0,20,30,0
SisterSp,2,100,2851,100,0,5,60,0
SisterSp,2,110,2852,100,0,5,30,0
SisterSp,2,120,2853,100,0,10,0,0
SisterSp,2,130,2854,100,0,20,0,0
SisterSp,2,140,2855,100,0,5,0,0
SisterSp,2,150,2856,100,0,10,0,0
SisterSp,2,160,2857,100,0,20,0,0
SisterSp,2,170,2858,100,0,20,0,0
SisterSp,2,180,2859,100,0,30,0,0
SisterSp,2,190,2860,100,0,30,0,0
SisterSp,2,200,2861,100,0,20,0,0
SisterSp,2,210,2862,100,0,10,0,0
SisterSp,2,220,2863,100,0,20,0,0
SisterSp,2,230,2864,100,0,10,0,0
SisterSp,2,240,2865,100,0,10,0,0
SisterSp,2,250,2866,100,5,20,0,0
SisterSp,2,260,2867,100,20,0,30,0
SisterSp,2,270,2868,100,0,20,10,0
SisterSp,2,280,2869,100,0,20,20,0
SisterSp,2,290,2870,100,0,20,5,0
SisterSp,2,300,2871,100,5,5,10,0
SisterSp,2,310,2872,100,0,10,0,0
SisterSp,2,320,2873,100,0,20,10,0
SisterSp,2,330,2874,100,0,20,30,0
SisterSp,2,340,2875,100,0,20,30,0
SisterSp,2,350,2876,100,0,10,0,0
SisterSp,2,360,2877,100,0,10,5,0
SisterSp,2,370,2878,100,0,10,0,0
SisterSp,2,380,2879,100,5,10,10,0
SisterSp,2,390,2880,100,20,5,0,0
SisterSp,2,400,2881,100,10,10,0,0
SisterSp,2,410,2882,100,0,10,10,0
SisterSp,2,420,2883,100,20,5,0,0
SisterSp,2,430,2884,100,0,10,0,0
SisterSp,2,440,2885,100,0,10,0,0
SisterSp,2,450,2886,100,0,5,20,0
SisterSp,2,460,2887,100,0,10,30,0
SisterSp,2,470,2888,100,10,0,30,0
SisterSp,2,480,2889,100,0,5,30,0
SisterSp,2,490,2890,100,0,5,30,0
SisterSp,2,500,2891,100,0,0,0,0
SisterSp,2,510,2892,100,0,5,0,0
SisterSp,2,520,2893,100,0,10,0,0
SisterSp,2,530,2894,100,0,5,0,0
SisterSp,2,540,2895,100,0,10,0,0
SisterSp,2,550,2896,100,0,20,0,0
SisterSp,2,560,2897,100,0,10,0,0
SisterSp,2,570,2898,100,0,0,30,0
SisterSp,2,580,2899,100,0,20,0,0
SisterSp,2,590,2900,100,0,5,20,0
SisterSp,2,600,2901,100,0,10,50,0
SisterSp,2,610,2902,100,0,0,40,0
SisterSp,2,620,2903,100,0,0,50,0
SisterSp,2,630,2904,100,20,0,70,0
SisterSp,2,640,2905,100,20,0,50,0
SisterSp,2,650,2906,100,0,0,20,0
SisterSp,2,660,2907,100,0,0,30,0
SisterSp,2,670,2908,100,0,0,20,0
SisterSp,2,680,2909,100,5,0,50,0
SisterSp,2,690,2910,100,5,0,50,0
SisterSp,2,700,2911,100,60,0,50,0
SisterSp,2,710,2912,100,30,0,30,0
SisterSp,2,720,2913,100,20,0,30,0
SisterSp,2,730,2914,100,40,0,30,0
SisterSp,2,740,2915,100,0,0,5,0
SisterSp,2,750,2916,100,0,0,5,0
